3,0,1.25
3,2,1.25
3,3,1.00
3,4,1.00
3,5,0.75
3,6,0.75
3,8,0.75
3,11,1.00
3,18,1.00
3,19,0.75
3,21,1.25
3,22,1.25
13,0,1.00
13,1,1.00
13,2,1.00
13,4,1.00
13,5,1.00
13,7,1.00
13,19,1.00
13,22,1.00
13,23,1.00
52,2,0.69
52,4,1.03
52,5,1.03
52,7,1.03
52,15,1.03
52,16,1.03
52,18,1.03
52,19,1.03
52,21,1.03
52,22,1.03
52,23,1.03
62,0,1.08
62,2,1.08
62,3,1.08
62,4,1.08
62,5,1.08
62,7,1.08
62,11,0.86
62,12,1.08
62,13,1.08
62,18,1.08
62,19,0.22
62,21,1.08
62,22,1.08
62,25,1.08
151,0,0.96
151,4,1.20
151,5,0.96
151,7,0.96
151,8,1.20
151,11,0.48
151,12,0.96
151,19,0.48
151,21,0.96
151,22,1.20
151,24,1.20
151,25,1.20
151,26,1.20
179,0,0.27
179,2,1.34
179,3,0.80
179,7,1.34
179,11,1.07
179,12,1.07
179,13,1.34
179,22,1.34
179,24,0.27
179,25,1.34
179,26,0.80
204,0,1.03
204,1,1.03
204,2,1.03
204,3,0.77
204,4,1.03
204,5,0.77
204,6,0.77
204,7,1.03
204,8,1.03
204,9,0.77
204,10,1.03
204,11,1.03
204,12,0.77
204,13,0.52
204,14,1.03
204,15,0.77
204,16,1.03
204,19,1.03
204,21,1.29
204,22,1.29
204,23,1.03
204,24,1.29
204,25,1.29
204,26,1.29
224,0,0.93
224,2,1.16
224,3,0.70
224,4,1.16
224,5,1.16
224,7,0.93
224,8,0.93
224,12,1.16
224,13,0.70
224,14,0.93
224,15,0.93
224,16,0.93
224,19,0.70
224,20,1.16
224,21,0.93
224,22,1.16
224,23,1.16
224,24,1.16
224,25,1.16
236,2,0.47
236,4,1.17
236,5,1.17
236,6,1.17
236,7,1.17
236,8,0.93
236,11,1.17
236,15,0.93
236,16,0.93
236,17,0.93
236,19,1.17
236,22,0.93
236,25,1.17
236,26,0.70
253,0,1.34
253,1,1.07
253,2,1.07
253,3,1.34
253,4,0.80
253,5,1.34
253,6,1.07
253,7,0.54
253,8,0.80
253,9,1.34
253,10,0.80
253,11,0.80
253,12,1.34
253,13,1.34
253,14,1.34
253,15,1.07
253,16,1.07
253,17,0.80
253,18,0.80
253,19,0.27
253,20,0.80
253,21,1.07
253,22,1.34
253,23,0.27
253,24,0.27
253,25,1.34
253,26,1.34
253,27,0.54
253,28,0.80
253,30,1.07
253,33,1.34
253,34,1.34
253,35,1.07
253,36,1.07
254,4,1.00
254,11,1.00
263,0,1.29
263,1,1.04
263,2,1.04
263,3,0.78
263,4,1.29
263,5,1.29
263,6,1.29
263,7,1.04
263,8,0.78
263,9,0.52
263,10,0.52
263,11,1.29
263,12,0.78
263,13,0.52
263,14,0.52
263,15,0.52
263,16,1.29
263,19,1.29
263,22,1.29
263,23,1.04
263,25,1.29
263,26,1.29
272,0,1.17
272,2,0.94
272,3,0.94
272,4,0.70
272,5,0.94
272,6,1.17
272,7,1.17
272,8,1.17
272,9,0.94
272,11,0.94
272,12,1.17
272,14,0.94
272,15,0.70
272,16,0.94
272,18,1.17
272,19,0.94
272,21,0.94
272,22,1.17
272,23,1.17
272,24,0.70
272,25,0.94
272,26,1.17
292,0,1.16
292,2,0.93
292,3,0.93
292,4,1.16
292,5,1.16
292,6,0.93
292,7,1.16
292,11,0.70
292,12,1.16
292,13,1.16
292,14,1.16
292,16,0.93
292,18,1.16
292,19,0.23
292,21,0.93
292,22,0.93
292,25,1.16
331,0,1.15
331,3,0.92
331,4,1.15
331,5,1.15
331,7,0.92
331,8,1.15
331,15,0.92
331,16,0.92
331,19,0.69
331,21,1.15
331,22,0.92
338,0,1.10
338,2,0.88
338,5,0.66
338,7,1.10
338,13,1.10
338,19,0.88
338,22,1.10
338,23,1.10
338,25,1.10
339,3,1.09
339,4,1.36
339,5,1.09
339,6,1.36
339,7,1.36
339,8,1.36
339,9,1.09
339,11,0.82
339,16,0.55
339,19,0.27
339,21,0.82
339,22,0.82
355,5,1.19
355,11,0.71
355,12,1.19
355,16,1.19
355,19,0.71
359,4,1.19
359,5,1.19
359,11,0.95
359,13,0.48
359,16,1.19
437,0,1.21
437,4,0.97
437,6,0.97
437,11,0.73
437,15,0.97
437,19,0.97
437,22,0.97
437,26,1.21
445,0,0.26
445,1,0.79
445,2,1.31
445,3,0.79
445,4,0.79
445,5,1.31
445,6,0.52
445,7,0.79
445,8,1.31
445,9,0.52
445,10,1.05
445,11,0.79
445,12,1.31
445,13,1.31
445,14,1.05
445,15,0.52
445,16,1.31
445,17,1.31
445,18,1.05
445,19,1.31
445,20,1.05
445,21,1.31
445,22,0.79
445,23,0.79
445,24,1.05
445,25,1.31
445,26,1.31
450,0,0.47
450,3,0.93
450,5,0.93
450,11,0.93
450,12,1.16
450,13,1.16
450,19,0.93
450,21,1.16
450,22,1.16
450,25,1.16
474,0,1.22
474,1,1.22
474,2,1.22
474,3,1.22
474,4,1.22
474,5,1.22
474,6,1.22
474,7,1.22
474,8,1.22
474,13,1.22
474,14,1.22
474,16,1.22
474,17,0.24
474,18,0.24
474,19,0.24
474,20,0.24
474,21,1.22
474,22,1.22
474,23,1.22
474,24,1.22
474,25,1.22
474,26,0.24
479,0,0.89
479,5,1.11
479,7,1.11
479,11,1.11
479,16,0.89
479,17,0.89
479,19,0.89
479,22,1.11
519,2,0.84
519,3,1.12
519,5,0.84
519,6,0.84
519,11,1.12
519,13,1.12
519,16,0.84
519,17,0.84
519,22,1.40
519,23,1.12
519,24,0.84
519,25,1.12
554,0,1.04
554,4,1.04
554,8,1.04
554,11,1.04
554,16,1.04
554,19,1.04
554,22,1.04
554,23,0.83
554,24,0.83
554,25,1.04
616,2,0.77
616,4,1.29
616,5,1.03
616,6,1.03
616,7,0.77
616,22,1.29
616,33,1.03
616,36,0.77
686,0,1.00
686,2,1.00
686,3,1.25
686,4,1.00
686,5,1.00
686,11,0.75
686,13,1.00
686,21,1.00
686,22,1.00
686,24,1.00
686,25,1.00
697,5,0.77
697,7,1.29
697,9,1.29
697,10,1.03
697,14,0.77
697,16,1.03
697,17,1.03
697,20,0.51
697,25,1.29
705,0,1.24
705,1,1.24
705,2,1.24
705,3,1.24
705,4,1.24
705,5,0.49
705,7,0.25
705,8,1.24
705,9,1.24
705,10,0.49
705,11,1.24
705,12,1.24
705,13,0.99
705,14,1.24
705,19,0.25
705,20,1.24
705,22,0.74
705,23,0.74
705,24,1.24
705,25,1.24
705,26,0.99
777,1,0.93
777,5,0.93
777,6,0.93
777,7,1.17
777,8,1.17
777,13,1.17
777,16,0.70
777,17,0.93
777,18,1.17
777,19,0.70
777,20,0.93
777,21,1.17
777,25,1.17
777,26,0.93
792,0,0.92
792,1,0.92
792,2,0.92
792,3,0.92
792,4,1.15
792,5,1.15
792,6,0.92
792,7,0.92
792,8,0.69
792,12,1.15
792,13,1.15
792,16,1.15
792,17,1.15
792,18,0.92
792,19,0.46
792,20,1.15
792,21,1.15
792,22,0.92
792,25,1.15
792,26,1.15
799,0,0.90
799,4,1.13
799,5,0.90
799,11,0.90
799,16,0.90
799,22,1.13
799,25,1.13
805,0,1.00
805,1,1.25
805,2,1.25
805,3,1.00
805,4,1.25
805,5,1.00
805,7,1.25
805,8,1.25
805,10,1.00
805,11,1.00
805,12,1.00
805,15,1.00
805,17,1.00
805,18,1.00
805,19,0.50
805,20,1.00
805,21,1.00
805,22,0.75
805,23,0.50
805,24,1.00
805,25,0.75
805,26,1.25
831,0,1.27
831,1,0.76
831,2,1.27
831,3,1.27
831,4,1.27
831,5,1.27
831,6,1.27
831,7,1.27
831,8,1.27
831,9,1.27
831,10,0.76
831,11,1.27
831,12,0.76
831,13,1.02
831,14,1.02
831,15,0.51
831,16,1.27
831,17,0.76
831,18,0.51
831,19,0.25
831,20,0.25
831,21,1.27
831,22,1.27
831,23,1.27
831,24,0.76
831,25,1.27
831,26,0.51
904,0,0.75
904,4,1.00
904,7,1.00
904,14,1.25
904,22,1.25
904,23,1.25
904,25,0.50
908,0,0.99
908,1,0.74
908,2,0.99
908,3,0.99
908,4,0.49
908,7,0.74
908,10,1.23
908,11,0.99
908,12,1.23
908,13,1.23
908,14,1.23
908,18,1.23
908,19,0.49
908,21,0.99
908,22,0.99
908,25,1.23
908,26,1.23
913,0,0.74
913,3,0.98
913,4,1.23
913,5,1.23
913,8,1.23
913,11,0.98
913,13,0.74
913,19,0.98
913,21,0.98
913,22,0.74
913,23,0.74
913,25,1.23
913,26,1.23
938,2,0.48
938,4,1.21
938,5,1.21
938,8,1.21
938,16,0.73
938,17,1.21
938,18,0.97
938,19,0.97
938,20,0.97
938,21,0.97
938,22,0.97
938,23,0.73
938,24,0.97
938,25,1.21
938,26,1.21
952,0,1.25
952,3,1.00
952,5,1.00
952,8,1.25
952,11,1.25
952,12,0.50
952,21,1.25
952,22,0.75
952,23,0.75
952,25,1.00
953,2,0.89
953,3,0.89
953,4,0.89
953,5,0.67
953,6,0.89
953,7,1.11
953,9,1.11
953,12,1.11
953,13,1.11
953,14,1.11
953,18,0.89
953,21,0.89
953,22,1.11
953,23,1.11
953,24,1.11
953,25,1.11
971,3,0.91
971,4,1.14
971,5,1.14
971,8,1.14
971,16,1.14
971,19,0.69
971,23,0.69
971,25,1.14
1179,0,0.79
1179,2,1.31
1179,3,1.05
1179,5,1.05
1179,7,1.05
1179,13,1.31
1179,18,1.05
1179,19,0.26
1179,22,1.05
1179,25,1.31
1179,26,0.79
1705,0,1.08
1705,1,1.35
1705,2,0.81
1705,3,1.35
1705,4,1.35
1705,5,0.27
1705,6,0.27
1705,7,0.27
1705,8,1.35
1705,9,1.35
1705,10,0.81
1705,11,1.08
1705,12,1.35
1705,13,1.35
1705,14,1.35
1705,15,1.35
1705,16,1.08
1705,17,0.54
1705,18,0.54
1705,19,0.27
1705,20,0.81
1705,21,0.27
1705,22,1.35
1705,23,1.35
1705,24,1.35
1705,25,1.35
1705,26,1.35
1831,0,0.67
1831,2,1.12
1831,3,1.12
1831,7,0.67
1831,8,1.12
1831,9,0.90
1831,14,0.90
1831,16,1.12
1831,19,1.12
1831,23,1.12
1831,26,1.12
1913,0,1.05
1913,3,1.32
1913,4,1.32
1913,5,1.32
1913,8,1.05
1913,11,0.79
1913,19,0.53
1913,21,1.05
1913,23,0.79
1913,26,0.79
